sku,count,width,height,depth
5272,8,18.0,11.0,23.0
2067,8,33.0,7.0,7.0
5282,8,41.0,3.0,28.0
14771,8,10.0,5.0,15.0
20253,8,13.0,62.0,13.0
28437,8,21.0,29.0,20.0
8034,8,10.0,3.0,15.0
29232,8,9.0,2.0,18.0
29391,8,5.0,3.0,7.0
12167,8,33.0,17.0,45.0
19851,8,7.0,3.0,7.0
3970,8,31.0,9.0,29.0
28487,8,69.0,69.0,21.0
28439,8,16.0,48.0,69.0
5196,8,26.0,23.0,34.0
3930,8,33.0,38.0,36.0
17402,8,18.0,20.0,37.0
4167,8,27.0,14.0,34.0
18471,8,18.0,6.0,22.0
18118,8,59.0,24.0,14.0
546,8,8.0,9.0,8.0
18177,8,55.0,18.0,40.0
20099,8,30.0,7.0,23.0
11465,8,24.0,20.0,34.0
1092,8,21.0,62.0,8.0
5130,8,32.0,25.0,25.0
1505,8,29.0,11.0,36.0
20452,8,18.0,12.0,52.0
20485,8,34.0,8.0,17.0
12177,8,13.0,7.0,22.0
26638,8,10.0,10.0,10.0
20642,8,35.0,5.0,34.0
28424,8,13.0,47.0,10.0
27436,8,9.0,11.0,10.0
30179,8,28.0,26.0,43.0
15586,8,22.0,7.0,30.0
11210,8,11.0,4.0,14.0
19888,8,7.0,12.0,5.0
22733,8,60.0,10.0,30.0
12022,8,8.0,3.0,12.0
10925,8,30.0,13.0,9.0
17535,8,9.0,4.0,11.0
29247,8,31.0,13.0,36.0
27475,8,38.0,23.0,52.0
7792,8,56.0,34.0,9.0
28297,8,10.0,10.0,10.0
11961,8,38.0,10.0,24.0
3177,8,17.0,12.0,36.0
23726,8,46.0,5.0,32.0
17981,8,12.0,5.0,12.0
11718,8,12.0,3.0,14.0
5156,8,8.0,20.0,5.0
19831,8,8.0,38.0,7.0
31141,8,25.0,51.0,46.0
10936,8,19.0,10.0,25.0
23680,8,30.0,7.0,32.0
28503,8,40.0,15.0,65.0
7816,8,25.0,15.0,43.0
3250,8,8.0,33.0,8.0
28275,8,25.0,4.0,14.0
20154,8,38.0,14.0,16.0
7808,8,23.0,3.0,18.0
11208,8,45.0,44.0,46.0
10791,8,12.0,20.0,1.0
8597,8,40.0,11.0,27.0
28299,8,9.0,4.0,8.0
25922,8,22.0,3.0,10.0
10656,8,13.0,5.0,10.0
17504,8,19.0,11.0,31.0
22240,8,22.0,9.0,26.0
15485,8,28.0,14.0,17.0
11970,8,13.0,5.0,12.0
17718,8,39.0,4.0,57.0
2106,8,22.0,8.0,14.0
11696,8,19.0,7.0,9.0
11680,8,40.0,12.0,29.0
7521,8,38.0,20.0,53.0
23004,8,36.0,13.0,26.0
11035,8,13.0,6.0,8.0
2283,8,8.0,6.0,10.0
7524,8,38.0,20.0,53.0
23812,8,22.0,6.0,24.0
8105,8,10.0,7.0,19.0
10636,8,6.0,6.0,20.0
1394,8,25.0,63.0,47.0
26557,8,17.0,7.0,12.0
15487,8,23.0,13.0,33.0
19978,8,22.0,27.0,12.0
3218,8,16.0,2.0,8.0
11226,8,68.0,68.0,68.0
27472,8,15.0,6.0,18.0
7507,8,23.0,8.0,15.0
7547,8,9.0,9.0,16.0
28566,8,12.0,3.0,18.0
18151,8,25.0,11.0,28.0
930,8,27.0,1.0,40.0
24782,8,16.0,9.0,16.0
14933,8,17.0,12.0,36.0
4144,8,29.0,14.0,36.0
14739,8,37.0,26.0,20.0
28286,8,18.0,13.0,18.0
4762,8,20.0,25.0,34.0
7540,8,14.0,8.0,29.0
26659,8,13.0,11.0,37.0
14753,8,16.0,12.0,21.0
5237,8,18.0,22.0,33.0
12073,8,39.0,43.0,33.0
3190,8,35.0,34.0,35.0
10942,8,12.0,24.0,22.0
5133,8,10.0,17.0,33.0
27254,8,19.0,7.0,17.0
11403,8,23.0,6.0,16.0
17520,8,16.0,5.0,7.0
28672,8,7.0,6.0,14.0
11918,8,26.0,29.0,38.0
3267,8,33.0,19.0,19.0
2227,8,18.0,8.0,30.0
7854,8,33.0,16.0,12.0
26085,8,35.0,26.0,26.0
7453,8,32.0,13.0,22.0
18291,8,15.0,7.0,33.0
23825,8,35.0,66.0,7.0
10947,8,21.0,9.0,15.0
29347,8,11.0,7.0,20.0
7689,8,13.0,12.0,17.0
200,8,21.0,9.0,17.0
18339,8,70.0,23.0,70.0
17669,8,53.0,18.0,50.0
8072,8,20.0,4.0,12.0
112,8,10.0,3.0,13.0
29257,8,24.0,7.0,17.0
7590,8,34.0,17.0,53.0
17681,8,39.0,3.0,57.0
7435,8,45.0,9.0,34.0
7690,8,14.0,16.0,25.0
984,8,31.0,17.0,22.0
18446,8,27.0,4.0,45.0
29350,8,4.0,3.0,10.0
30685,8,10.0,6.0,18.0
27437,8,8.0,6.0,42.0
17689,8,1.0,1.0,1.0
2257,8,13.0,11.0,5.0
7716,8,24.0,12.0,20.0
24758,8,16.0,56.0,28.0
23845,8,60.0,3.0,45.0
29509,8,15.0,4.0,39.0
24190,8,10.0,6.0,10.0
22677,8,24.0,23.0,32.0
11939,8,24.0,11.0,32.0
5310,8,39.0,13.0,32.0
11549,8,21.0,35.0,11.0
20413,8,21.0,10.0,18.0
11941,8,39.0,6.0,21.0
20516,8,21.0,55.0,21.0
11577,8,42.0,1.0,31.0
30487,8,10.0,10.0,10.0
11731,8,27.0,7.0,14.0
3266,8,15.0,65.0,11.0
25137,8,9.0,3.0,17.0
111,8,60.0,9.0,16.0
5203,8,19.0,4.0,31.0
8423,8,27.0,7.0,28.0
24229,8,23.0,7.0,26.0
25960,8,36.0,11.0,28.0
121,8,68.0,68.0,68.0
20115,8,24.0,28.0,17.0
17550,8,18.0,8.0,22.0
7846,8,30.0,12.0,33.0
20163,8,14.0,6.0,5.0
22742,8,34.0,14.0,33.0
31324,8,10.0,10.0,10.0
18048,8,18.0,10.0,24.0
27476,8,42.0,15.0,58.0
15456,8,46.0,12.0,36.0
4060,8,17.0,10.0,33.0
15240,8,11.0,6.0,21.0
12209,8,28.0,8.0,20.0
24044,8,25.0,33.0,7.0
29839,8,25.0,5.0,27.0
15806,8,7.0,7.0,1.0
18850,8,11.0,12.0,41.0
6421,8,19.0,15.0,5.0
6419,8,25.0,5.0,10.0
21902,8,16.0,16.0,15.0
19437,8,11.0,16.0,18.0
9979,8,11.0,11.0,43.0
21323,8,21.0,15.0,35.0
27378,8,10.0,10.0,10.0
756,8,14.0,40.0,41.0
15162,8,52.0,6.0,32.0
21338,8,16.0,9.0,30.0
4943,8,23.0,56.0,52.0
13449,8,10.0,30.0,11.0
9971,8,8.0,21.0,6.0
5536,8,7.0,5.0,10.0
21311,8,34.0,2.0,23.0
29838,8,29.0,6.0,31.0
13386,8,17.0,1.0,21.0
15123,8,13.0,7.0,20.0
24605,8,19.0,8.0,31.0
6492,8,18.0,6.0,6.0
4963,8,18.0,12.0,20.0
10036,8,18.0,7.0,20.0
19466,8,19.0,24.0,18.0
24686,8,10.0,9.0,10.0
22428,8,27.0,4.0,14.0
21907,8,22.0,11.0,28.0
18836,8,51.0,44.0,48.0
16587,8,35.0,50.0,20.0
13354,8,44.0,8.0,23.0
21291,8,30.0,27.0,43.0
16578,8,17.0,13.0,13.0
139,8,8.0,8.0,8.0
22574,8,9.0,5.0,8.0
10002,8,35.0,16.0,17.0
23134,8,7.0,1.0,34.0
457,8,31.0,19.0,58.0
9138,8,23.0,6.0,23.0
18865,8,34.0,10.0,31.0
24036,8,11.0,5.0,6.0
2606,8,6.0,53.0,6.0
15839,8,10.0,6.0,12.0
16401,8,8.0,8.0,17.0
13586,8,11.0,17.0,11.0
9904,8,33.0,13.0,36.0
4928,8,9.0,14.0,31.0
27048,8,70.0,23.0,70.0
9275,8,42.0,11.0,12.0
9898,8,23.0,7.0,44.0
9278,8,25.0,5.0,31.0
23152,8,30.0,64.0,35.0
18909,8,5.0,7.0,1.0
28866,8,57.0,14.0,27.0
27367,8,10.0,10.0,10.0
15845,8,32.0,6.0,13.0
3731,8,25.0,17.0,25.0
3541,8,6.0,64.0,6.0
27833,8,13.0,11.0,13.0
23143,8,30.0,3.0,24.0
23941,8,57.0,33.0,30.0
18867,8,44.0,5.0,31.0
6363,8,16.0,13.0,62.0
24043,8,38.0,8.0,24.0
15289,8,23.0,20.0,18.0
28852,8,38.0,28.0,27.0
9957,8,13.0,5.0,8.0
9218,8,37.0,6.0,12.0
15171,8,12.0,6.0,9.0
31395,8,10.0,10.0,10.0
1992,8,15.0,16.0,29.0
18886,8,11.0,2.0,17.0
24717,8,16.0,20.0,11.0
2394,8,12.0,28.0,10.0
14381,8,25.0,2.0,14.0
26196,8,24.0,25.0,42.0
1258,8,45.0,10.0,33.0
6497,8,21.0,2.0,30.0
16637,8,33.0,26.0,23.0
13643,8,20.0,11.0,22.0
31086,8,10.0,10.0,10.0
2705,8,21.0,14.0,23.0
15766,8,11.0,3.0,4.0
22812,8,14.0,6.0,16.0
9060,8,13.0,65.0,14.0
16754,8,39.0,6.0,24.0
16753,8,23.0,4.0,36.0
23101,8,25.0,18.0,4.0
6626,8,9.0,23.0,24.0
30563,8,16.0,2.0,24.0
249,8,28.0,9.0,40.0
27391,8,30.0,15.0,38.0
6618,8,16.0,11.0,15.0
18776,8,34.0,26.0,29.0
4980,8,43.0,12.0,41.0
27390,8,25.0,11.0,35.0
15330,8,30.0,8.0,20.0
24873,8,33.0,12.0,32.0
15095,8,27.0,5.0,29.0
13116,8,51.0,8.0,27.0
6657,8,11.0,5.0,19.0
21131,8,24.0,2.0,8.0
26926,8,40.0,6.0,21.0
21114,8,37.0,46.0,3.0
13062,8,20.0,21.0,42.0
13065,8,22.0,35.0,24.0
10150,8,21.0,2.0,15.0
6696,8,5.0,15.0,4.0
21126,8,27.0,66.0,22.0
15091,8,16.0,21.0,18.0
9039,8,27.0,5.0,22.0
10135,8,29.0,13.0,40.0
14490,8,33.0,16.0,26.0
26157,8,16.0,21.0,17.0
14486,8,15.0,14.0,28.0
26935,8,19.0,5.0,12.0
21937,8,35.0,29.0,16.0
5479,8,13.0,3.0,20.0
6599,8,22.0,31.0,55.0
6596,8,32.0,4.0,32.0
4966,8,45.0,13.0,28.0
21196,8,38.0,4.0,28.0
21230,8,55.0,50.0,70.0
19498,8,26.0,10.0,28.0
21233,8,38.0,58.0,38.0
13247,8,19.0,7.0,22.0
2688,8,15.0,7.0,23.0
28817,8,39.0,44.0,18.0
21240,8,20.0,14.0,19.0
1803,8,10.0,5.0,10.0
15239,8,22.0,9.0,28.0
23116,8,16.0,5.0,25.0
23508,8,20.0,5.0,14.0
25660,8,35.0,12.0,14.0
9129,8,11.0,29.0,38.0
9131,8,31.0,10.0,32.0
19477,8,13.0,55.0,47.0
4430,8,59.0,28.0,19.0
6504,8,39.0,8.0,30.0
4418,8,48.0,6.0,12.0
22816,8,23.0,24.0,17.0
26384,8,25.0,5.0,19.0
14451,8,8.0,7.0,17.0
25015,8,13.0,15.0,11.0
21927,8,16.0,4.0,27.0
10088,8,8.0,31.0,30.0
13191,8,40.0,12.0,35.0
6582,8,56.0,12.0,10.0
9078,8,44.0,7.0,13.0
30566,8,49.0,6.0,31.0
29099,8,33.0,7.0,26.0
26166,8,26.0,10.0,16.0
1151,8,22.0,5.0,22.0
10074,8,16.0,22.0,6.0
10068,8,31.0,12.0,10.0
15113,8,33.0,11.0,23.0
4971,8,10.0,10.0,10.0
30286,8,14.0,5.0,12.0
29093,8,31.0,11.0,34.0
9292,8,35.0,33.0,12.0
27060,8,56.0,6.0,9.0
18732,8,13.0,18.0,5.0
16048,8,13.0,15.0,30.0
14012,8,23.0,3.0,16.0
5872,8,60.0,42.0,45.0
1979,8,28.0,9.0,40.0
1942,8,25.0,10.0,20.0
1943,8,43.0,31.0,30.0
16067,8,45.0,8.0,70.0
19079,8,61.0,6.0,37.0
28935,8,33.0,12.0,20.0
9641,8,54.0,34.0,29.0
16062,8,13.0,70.0,40.0
14265,8,16.0,15.0,16.0
9638,8,10.0,7.0,7.0
4881,8,10.0,15.0,5.0
30342,8,9.0,1.0,17.0
5674,8,21.0,29.0,47.0
14053,8,17.0,7.0,22.0
9625,8,38.0,13.0,44.0
9649,8,20.0,9.0,57.0
1941,8,19.0,10.0,20.0
5881,8,31.0,6.0,22.0
13984,8,14.0,22.0,31.0
19055,8,17.0,26.0,42.0
5926,8,14.0,12.0,26.0
16111,8,16.0,5.0,60.0
19063,8,25.0,20.0,19.0
30350,8,57.0,15.0,17.0
5656,8,31.0,24.0,23.0
13975,8,33.0,11.0,54.0
5899,8,19.0,5.0,9.0
4666,8,12.0,9.0,19.0
9466,8,42.0,11.0,36.0
4667,8,16.0,13.0,21.0
25542,8,22.0,6.0,22.0
9468,8,12.0,22.0,24.0
13996,8,16.0,3.0,36.0
24419,8,32.0,7.0,49.0
14274,8,65.0,22.0,23.0
2421,8,44.0,3.0,35.0
4628,8,30.0,7.0,32.0
24541,8,7.0,6.0,16.0
4875,8,30.0,21.0,33.0
19113,8,44.0,20.0,49.0
5766,8,35.0,9.0,26.0
14161,8,25.0,46.0,52.0
27166,8,29.0,23.0,23.0
5761,8,11.0,39.0,27.0
14170,8,23.0,8.0,16.0
5758,8,14.0,24.0,24.0
23397,8,9.0,12.0,1.0
27666,8,13.0,13.0,23.0
15972,8,28.0,7.0,38.0
2430,8,9.0,8.0,1.0
5720,8,17.0,4.0,28.0
15960,8,58.0,58.0,33.0
3631,8,10.0,7.0,13.0
5715,8,26.0,13.0,10.0
14214,8,23.0,7.0,16.0
14221,8,52.0,9.0,31.0
1221,8,8.0,12.0,30.0
19172,8,24.0,11.0,40.0
4870,8,10.0,5.0,30.0
26296,8,17.0,10.0,25.0
19095,8,17.0,8.0,11.0
3648,8,17.0,10.0,33.0
2483,8,11.0,5.0,26.0
14082,8,21.0,15.0,24.0
5814,8,13.0,11.0,11.0
4874,8,20.0,27.0,32.0
27683,8,18.0,4.0,11.0
5806,8,8.0,5.0,11.0
21724,8,45.0,50.0,35.0
14100,8,27.0,27.0,38.0
27133,8,33.0,36.0,33.0
21715,8,19.0,10.0,20.0
14114,8,24.0,6.0,8.0
5684,8,24.0,30.0,36.0
16006,8,12.0,8.0,21.0
330,8,32.0,3.0,33.0
30351,8,23.0,13.0,33.0
660,8,29.0,34.0,23.0
23370,8,15.0,11.0,12.0
13837,8,29.0,13.0,33.0
15874,8,18.0,11.0,32.0
9358,8,45.0,20.0,26.0
19293,8,32.0,23.0,31.0
15267,8,25.0,15.0,23.0
688,8,17.0,6.0,49.0
25571,8,29.0,7.0,27.0
5620,8,11.0,9.0,11.0
13786,8,20.0,16.0,27.0
16249,8,18.0,24.0,18.0
2547,8,30.0,34.0,39.0
25242,8,10.0,10.0,10.0
9775,8,24.0,9.0,26.0
13811,8,1.0,1.0,1.0
13813,8,9.0,9.0,13.0
4563,8,11.0,8.0,11.0
2157,8,62.0,42.0,42.0
495,8,20.0,8.0,10.0
28898,8,10.0,14.0,12.0
13739,8,46.0,12.0,14.0
15865,8,23.0,20.0,24.0
23960,8,33.0,17.0,23.0
6206,8,14.0,7.0,22.0
3726,8,28.0,6.0,13.0
27062,8,25.0,6.0,23.0
26338,8,23.0,2.0,16.0
21455,8,44.0,27.0,64.0
6182,8,5.0,15.0,5.0
6179,8,19.0,15.0,13.0
21856,8,19.0,28.0,34.0
29923,8,38.0,27.0,27.0
22512,8,21.0,14.0,45.0
31400,8,10.0,10.0,10.0
1184,8,18.0,60.0,61.0
27786,8,18.0,30.0,36.0
21476,8,21.0,7.0,49.0
31401,8,10.0,10.0,10.0
27782,8,33.0,36.0,52.0
29012,8,26.0,7.0,12.0
30041,8,68.0,32.0,21.0
13933,8,21.0,3.0,13.0
29938,8,11.0,4.0,16.0
22539,8,9.0,6.0,18.0
9712,8,15.0,6.0,13.0
5970,8,15.0,6.0,8.0
9431,8,24.0,18.0,27.0
16160,8,4.0,13.0,4.0
21819,8,8.0,8.0,8.0
19034,8,12.0,12.0,21.0
25551,8,5.0,15.0,3.0
13905,8,14.0,16.0,3.0
5956,8,28.0,20.0,24.0
5952,8,17.0,19.0,17.0
1231,8,50.0,67.0,48.0
16137,8,30.0,7.0,23.0
1230,8,6.0,7.0,14.0
21637,8,21.0,6.0,23.0
13929,8,63.0,63.0,54.0
9687,8,38.0,13.0,44.0
28999,8,15.0,1.0,10.0
3680,8,18.0,6.0,26.0
27106,8,30.0,8.0,49.0
9409,8,27.0,8.0,17.0
16208,8,20.0,13.0,35.0
31060,8,29.0,10.0,49.0
492,8,35.0,28.0,15.0
9744,8,14.0,4.0,9.0
9740,8,7.0,6.0,17.0
336,8,29.0,9.0,19.0
4894,8,19.0,31.0,28.0
5638,8,11.0,4.0,7.0
16171,8,40.0,62.0,26.0
15902,8,20.0,14.0,7.0
2525,8,20.0,11.0,31.0
15259,8,29.0,10.0,16.0
398,8,21.0,5.0,20.0
13884,8,33.0,12.0,26.0
25556,8,14.0,5.0,11.0
1197,8,11.0,14.0,11.0
10151,8,22.0,20.0,22.0
11109,8,22.0,7.0,9.0
27220,8,46.0,12.0,12.0
4290,8,49.0,20.0,36.0
8918,8,10.0,10.0,10.0
2838,8,7.0,2.0,15.0
10317,8,16.0,21.0,16.0
12458,8,37.0,22.0,26.0
831,8,12.0,7.0,29.0
28194,8,13.0,17.0,16.0
12450,8,34.0,6.0,16.0
20869,8,10.0,16.0,23.0
6892,8,36.0,35.0,36.0
7240,8,9.0,11.0,1.0
16979,8,30.0,11.0,29.0
10237,8,11.0,3.0,18.0
18560,8,17.0,7.0,26.0
26114,8,50.0,56.0,64.0
12823,8,14.0,20.0,3.0
12342,8,20.0,8.0,11.0
20979,8,41.0,19.0,35.0
12443,8,35.0,6.0,20.0
7097,8,18.0,12.0,28.0
1131,8,17.0,20.0,35.0
16991,8,28.0,24.0,14.0
25297,8,33.0,19.0,18.0
8749,8,29.0,13.0,36.0
26122,8,69.0,45.0,12.0
4327,8,21.0,9.0,20.0
8735,8,39.0,8.0,28.0
28768,8,59.0,36.0,49.0
441,8,30.0,13.0,35.0
23899,8,68.0,68.0,68.0
21025,8,21.0,9.0,22.0
12886,8,27.0,16.0,39.0
12287,8,27.0,32.0,41.0
19591,8,11.0,32.0,29.0
16943,8,11.0,2.0,12.0
14578,8,17.0,28.0,57.0
20856,8,24.0,14.0,26.0
10460,8,18.0,4.0,11.0
4345,8,29.0,3.0,24.0
8830,8,9.0,3.0,9.0
23639,8,26.0,13.0,35.0
20720,8,32.0,31.0,50.0
5012,8,23.0,9.0,19.0
3834,8,27.0,11.0,26.0
19658,8,4.0,4.0,33.0
15683,8,9.0,3.0,19.0
3471,8,15.0,6.0,23.0
15684,8,29.0,9.0,13.0
8928,8,42.0,23.0,34.0
18687,8,39.0,5.0,50.0
28049,8,37.0,7.0,28.0
5391,8,34.0,34.0,47.0
14601,8,7.0,14.0,44.0
10230,8,52.0,3.0,28.0
25131,8,24.0,17.0,14.0
4326,8,45.0,15.0,24.0
28164,8,36.0,13.0,21.0
27546,8,17.0,10.0,10.0
4252,8,35.0,26.0,29.0
484,8,9.0,5.0,18.0
8852,8,12.0,6.0,45.0
24273,8,27.0,28.0,37.0
12387,8,9.0,8.0,9.0
7184,8,33.0,23.0,16.0
1309,8,31.0,16.0,43.0
28178,8,37.0,7.0,22.0
22796,8,10.0,10.0,10.0
512,8,8.0,39.0,51.0
10293,8,30.0,6.0,22.0
28727,8,21.0,7.0,20.0
24080,8,45.0,35.0,30.0
23076,8,9.0,6.0,16.0
10284,8,10.0,4.0,14.0
17059,8,11.0,7.0,25.0
20912,8,8.0,6.0,18.0
15699,8,16.0,8.0,29.0
15026,8,16.0,3.0,17.0
15025,8,42.0,61.0,23.0
20909,8,39.0,11.0,10.0
2344,8,33.0,7.0,7.0
445,8,29.0,11.0,26.0
12697,8,31.0,12.0,13.0
7181,8,13.0,5.0,14.0
12376,8,10.0,3.0,18.0
21988,8,51.0,7.0,30.0
2792,8,38.0,23.0,21.0
2349,8,11.0,17.0,12.0
25742,8,17.0,2.0,24.0
6927,8,13.0,19.0,9.0
1719,8,29.0,31.0,40.0
8896,8,13.0,32.0,27.0
3847,8,21.0,15.0,21.0
30232,8,18.0,66.0,57.0
17021,8,40.0,40.0,2.0
8894,8,43.0,57.0,47.0
8891,8,38.0,21.0,11.0
4312,8,30.0,4.0,21.0
6954,8,25.0,25.0,17.0
17288,8,29.0,9.0,52.0
22914,8,16.0,27.0,24.0
18666,8,45.0,2.0,25.0
1444,8,46.0,23.0,50.0
12359,8,10.0,5.0,24.0
20939,8,26.0,6.0,19.0
17111,8,38.0,29.0,29.0
26423,8,10.0,4.0,40.0
84,8,35.0,8.0,13.0
31562,8,10.0,10.0,10.0
22659,8,12.0,17.0,30.0
1128,8,49.0,23.0,15.0
5379,8,8.0,6.0,17.0
16945,8,42.0,63.0,28.0
19701,8,24.0,13.0,17.0
24741,8,13.0,7.0,16.0
16858,8,31.0,68.0,12.0
17193,8,6.0,6.0,20.0
20803,8,25.0,33.0,20.0
7109,8,17.0,9.0,19.0
4354,8,34.0,9.0,51.0
2740,8,14.0,6.0,17.0
20847,8,16.0,14.0,22.0
28788,8,8.0,8.0,8.0
21075,8,21.0,13.0,24.0
12982,8,12.0,9.0,38.0
10181,8,44.0,32.0,31.0
16865,8,37.0,24.0,24.0
18714,8,20.0,2.0,4.0
3380,8,33.0,6.0,30.0
20848,8,28.0,9.0,19.0
2918,8,47.0,52.0,7.0
9009,8,19.0,30.0,33.0
30094,8,50.0,13.0,30.0
2342,8,19.0,6.0,9.0
29126,8,15.0,7.0,29.0
31349,8,25.0,15.0,36.0
12266,8,15.0,2.0,18.0
6754,8,9.0,8.0,27.0
20822,8,25.0,12.0,36.0
13018,8,36.0,7.0,25.0
22669,8,7.0,19.0,26.0
23058,8,25.0,7.0,18.0
7128,8,15.0,4.0,11.0
9002,8,56.0,22.0,62.0
14635,8,14.0,21.0,7.0
4381,8,54.0,3.0,6.0
10345,8,19.0,6.0,21.0
21088,8,35.0,12.0,24.0
29196,8,17.0,2.0,8.0
18721,8,27.0,20.0,34.0
17200,8,49.0,8.0,30.0
25821,8,26.0,42.0,39.0
18511,8,28.0,6.0,18.0
17372,8,11.0,21.0,31.0
30090,8,33.0,23.0,40.0
4286,8,28.0,9.0,30.0
3482,8,54.0,63.0,63.0
12265,8,20.0,10.0,25.0
19670,8,32.0,37.0,32.0
6787,8,26.0,18.0,32.0
22618,8,36.0,7.0,6.0
15352,8,35.0,11.0,34.0
19582,8,25.0,6.0,16.0
6814,8,13.0,4.0,30.0
17147,8,9.0,10.0,1.0
8686,8,38.0,26.0,26.0
24322,8,9.0,8.0,9.0
24260,8,30.0,3.0,22.0
7153,8,13.0,4.0,10.0
13036,8,24.0,1.0,29.0
15735,8,38.0,27.0,60.0
26409,8,21.0,8.0,38.0
27230,8,20.0,6.0,32.0
17340,8,40.0,7.0,52.0
8953,8,22.0,26.0,22.0
2762,8,11.0,4.0,12.0
67,8,15.0,5.0,18.0
10472,8,14.0,25.0,34.0
16829,8,20.0,8.0,30.0
10376,8,39.0,7.0,27.0
6829,8,15.0,7.0,15.0
22642,8,27.0,3.0,27.0
21970,8,26.0,9.0,9.0
21060,8,8.0,8.0,8.0
7152,8,1.0,1.0,1.0
20849,8,16.0,11.0,22.0
8972,8,5.0,16.0,3.0
26919,8,25.0,24.0,35.0
23645,8,19.0,19.0,58.0
222,8,20.0,4.0,18.0
13031,8,17.0,36.0,15.0
28780,8,35.0,33.0,16.0
15741,8,38.0,27.0,59.0
24674,8,14.0,3.0,9.0
9011,8,9.0,13.0,19.0
19574,8,24.0,7.0,27.0
27561,8,22.0,13.0,14.0
18504,8,36.0,15.0,12.0
15738,8,38.0,27.0,59.0
28703,8,38.0,9.0,45.0
1032,7,17.0,5.0,7.0
31277,7,38.0,15.0,38.0
15210,7,24.0,3.0,25.0
5040,7,7.0,8.0,35.0
8808,7,12.0,38.0,12.0
18209,7,12.0,4.0,17.0
10586,7,7.0,6.0,15.0
3875,7,44.0,29.0,19.0
25110,7,15.0,14.0,26.0
19673,7,43.0,38.0,59.0
19685,7,11.0,6.0,28.0
8628,7,11.0,7.0,26.0
18444,7,19.0,29.0,35.0
22748,7,15.0,61.0,43.0
8788,7,30.0,9.0,29.0
19009,7,45.0,4.0,36.0
9416,7,44.0,21.0,10.0
3241,7,32.0,10.0,11.0
15365,7,17.0,37.0,38.0
8781,7,17.0,2.0,21.0
28913,7,43.0,25.0,38.0
20006,7,10.0,8.0,8.0
18178,7,41.0,38.0,57.0
8794,7,18.0,64.0,53.0
19680,7,16.0,6.0,39.0
24737,7,7.0,3.0,13.0
31301,7,19.0,11.0,58.0
19002,7,37.0,6.0,51.0
24009,7,7.0,19.0,25.0
15046,7,9.0,2.0,25.0
15492,7,28.0,5.0,23.0
19265,7,28.0,28.0,1.0
19787,7,20.0,4.0,18.0
2175,7,11.0,4.0,11.0
19035,7,23.0,9.0,46.0
1085,7,29.0,41.0,29.0
22918,7,37.0,8.0,23.0
24014,7,10.0,5.0,13.0
18728,7,12.0,22.0,12.0
9690,7,38.0,14.0,46.0
26291,7,35.0,22.0,25.0
8704,7,21.0,14.0,32.0
10493,7,13.0,13.0,16.0
1439,7,20.0,6.0,14.0
19173,7,36.0,28.0,5.0
14855,7,40.0,8.0,40.0
24146,7,49.0,33.0,61.0
30681,7,37.0,14.0,47.0
29203,7,26.0,10.0,34.0
10540,7,15.0,3.0,14.0
1437,7,10.0,7.0,12.0
10541,7,7.0,2.0,14.0
26265,7,12.0,9.0,17.0
18533,7,8.0,4.0,18.0
28974,7,28.0,4.0,27.0
23986,7,8.0,12.0,1.0
9609,7,11.0,61.0,11.0
11058,7,12.0,11.0,12.0
29204,7,6.0,13.0,31.0
31004,7,29.0,11.0,23.0
3375,7,20.0,27.0,34.0
10532,7,51.0,19.0,34.0
11054,7,46.0,6.0,32.0
15011,7,16.0,6.0,10.0
26277,7,9.0,4.0,14.0
11107,7,18.0,1.0,7.0
20070,7,45.0,35.0,29.0
8689,7,29.0,7.0,27.0
18499,7,39.0,10.0,51.0
1218,7,22.0,13.0,31.0
31481,7,10.0,10.0,10.0
4867,7,15.0,17.0,28.0
9545,7,19.0,24.0,6.0
3626,7,20.0,33.0,18.0
8214,7,14.0,12.0,14.0
18109,7,17.0,4.0,25.0
22862,7,16.0,5.0,9.0
400,7,27.0,2.0,18.0
26286,7,70.0,23.0,70.0
25345,7,5.0,51.0,4.0
22863,7,14.0,7.0,14.0
29197,7,43.0,5.0,29.0
26290,7,31.0,11.0,30.0
26095,7,16.0,4.0,20.0
29294,7,24.0,7.0,11.0
8288,7,12.0,7.0,8.0
11021,7,23.0,32.0,16.0
19710,7,11.0,4.0,17.0
18457,7,33.0,8.0,54.0
5152,7,8.0,8.0,8.0
31185,7,23.0,17.0,30.0
24554,7,3.0,1.0,5.0
19222,7,29.0,27.0,39.0
1107,7,10.0,10.0,10.0
9659,7,17.0,18.0,7.0
10577,7,36.0,14.0,32.0
9663,7,23.0,8.0,29.0
19065,7,27.0,4.0,41.0
19228,7,34.0,1.0,6.0
30502,7,10.0,10.0,10.0
8762,7,17.0,3.0,22.0
4808,7,31.0,16.0,50.0
19051,7,7.0,7.0,12.0
3671,7,11.0,12.0,1.0
9683,7,15.0,22.0,15.0
19237,7,25.0,3.0,34.0
18571,7,33.0,3.0,8.0
8752,7,5.0,15.0,1.0
9616,7,11.0,15.0,51.0
19775,7,49.0,14.0,34.0
402,7,15.0,5.0,22.0
10467,7,24.0,8.0,38.0
8249,7,47.0,7.0,19.0
3407,7,25.0,7.0,29.0
30297,7,25.0,35.0,1.0
8250,7,34.0,4.0,34.0
4862,7,39.0,9.0,41.0
22852,7,9.0,12.0,10.0
8732,7,24.0,12.0,4.0
20048,7,28.0,7.0,20.0
