sku,count,width,height,depth
19313,1,24.0,24.0,35.0
19317,1,8.0,30.0,8.0
19322,1,9.0,10.0,9.0
19201,1,27.0,10.0,43.0
19333,1,45.0,7.0,36.0
19334,1,29.0,3.0,24.0
19345,1,7.0,4.0,42.0
19350,1,3.0,5.0,5.0
19353,1,16.0,17.0,6.0
19357,1,1.0,1.0,1.0
19359,1,12.0,10.0,18.0
19361,1,17.0,16.0,6.0
19362,1,16.0,17.0,5.0
19363,1,20.0,28.0,8.0
19365,1,24.0,3.0,32.0
19273,1,33.0,5.0,15.0
19272,1,36.0,16.0,25.0
19271,1,10.0,26.0,11.0
19270,1,15.0,5.0,15.0
19202,1,11.0,3.0,13.0
19206,1,18.0,2.0,14.0
19213,1,21.0,2.0,7.0
19215,1,12.0,26.0,17.0
19216,1,30.0,1.0,15.0
19217,1,10.0,4.0,10.0
19221,1,30.0,6.0,39.0
19229,1,1.0,1.0,1.0
19233,1,29.0,5.0,8.0
19236,1,14.0,2.0,17.0
19238,1,24.0,6.0,16.0
19239,1,20.0,7.0,27.0
19241,1,13.0,8.0,18.0
19244,1,28.0,11.0,31.0
19245,1,16.0,5.0,6.0
19248,1,45.0,10.0,10.0
19250,1,8.0,18.0,3.0
19251,1,14.0,6.0,21.0
19252,1,25.0,16.0,36.0
19257,1,22.0,16.0,13.0
19258,1,54.0,7.0,39.0
19268,1,32.0,33.0,42.0
19269,1,18.0,5.0,18.0
19766,1,31.0,5.0,22.0
19771,1,25.0,1.0,34.0
19780,1,24.0,13.0,28.0
20292,1,12.0,4.0,10.0
20250,1,33.0,4.0,33.0
20251,1,10.0,1.0,10.0
20263,1,13.0,3.0,28.0
20264,1,37.0,8.0,26.0
20269,1,35.0,56.0,37.0
20277,1,19.0,28.0,16.0
20279,1,16.0,6.0,19.0
20281,1,26.0,4.0,20.0
20286,1,19.0,5.0,26.0
20287,1,23.0,5.0,30.0
20288,1,21.0,4.0,21.0
20294,1,6.0,3.0,5.0
20244,1,13.0,3.0,10.0
20295,1,25.0,5.0,8.0
20296,1,15.0,6.0,18.0
20303,1,27.0,10.0,34.0
20304,1,12.0,8.0,12.0
20311,1,4.0,1.0,10.0
20312,1,15.0,6.0,6.0
20317,1,4.0,3.0,16.0
20318,1,46.0,19.0,4.0
20320,1,8.0,7.0,16.0
20325,1,3.0,16.0,3.0
20334,1,8.0,7.0,14.0
20247,1,12.0,13.0,19.0
20240,1,28.0,9.0,26.0
19781,1,27.0,20.0,25.0
20205,1,8.0,6.0,17.0
20168,1,44.0,15.0,62.0
20171,1,21.0,20.0,33.0
20172,1,32.0,28.0,55.0
20174,1,10.0,2.0,16.0
20178,1,24.0,4.0,9.0
20181,1,8.0,13.0,5.0
20185,1,14.0,10.0,14.0
20188,1,43.0,2.0,21.0
20191,1,44.0,14.0,54.0
20199,1,22.0,2.0,15.0
20202,1,11.0,19.0,26.0
20207,1,17.0,5.0,9.0
20238,1,14.0,5.0,11.0
20209,1,17.0,5.0,8.0
20212,1,15.0,2.0,22.0
20215,1,20.0,69.0,27.0
20216,1,31.0,7.0,30.0
20224,1,23.0,22.0,63.0
20226,1,52.0,9.0,20.0
20227,1,22.0,2.0,14.0
20228,1,6.0,2.0,16.0
20230,1,39.0,5.0,47.0
20233,1,22.0,19.0,27.0
20235,1,7.0,11.0,1.0
20339,1,10.0,12.0,40.0
20340,1,13.0,5.0,17.0
20342,1,38.0,12.0,20.0
20477,1,26.0,9.0,22.0
20433,1,21.0,4.0,14.0
20438,1,57.0,20.0,11.0
20439,1,43.0,21.0,14.0
20443,1,20.0,24.0,11.0
20444,1,35.0,45.0,5.0
20462,1,12.0,62.0,12.0
20464,1,15.0,62.0,14.0
20465,1,22.0,3.0,20.0
20467,1,16.0,6.0,9.0
20470,1,7.0,66.0,42.0
20476,1,25.0,17.0,25.0
20480,1,8.0,13.0,5.0
20346,1,12.0,10.0,59.0
20481,1,10.0,1.0,23.0
20486,1,42.0,17.0,9.0
20487,1,29.0,25.0,9.0
20493,1,33.0,43.0,57.0
20497,1,37.0,10.0,22.0
20500,1,26.0,4.0,18.0
20501,1,14.0,4.0,17.0
20503,1,12.0,1.0,4.0
20504,1,18.0,1.0,18.0
20509,1,24.0,31.0,24.0
20515,1,7.0,2.0,10.0
20426,1,14.0,9.0,15.0
20423,1,45.0,12.0,30.0
20422,1,10.0,9.0,23.0
20421,1,11.0,6.0,60.0
20347,1,33.0,7.0,33.0
20350,1,10.0,60.0,26.0
20351,1,10.0,10.0,31.0
20355,1,10.0,28.0,21.0
20361,1,31.0,7.0,14.0
20363,1,17.0,2.0,14.0
20365,1,4.0,1.0,10.0
20370,1,17.0,17.0,32.0
20381,1,26.0,4.0,22.0
20383,1,18.0,3.0,20.0
20387,1,11.0,2.0,17.0
20389,1,20.0,10.0,20.0
20390,1,12.0,6.0,13.0
20394,1,35.0,13.0,28.0
20397,1,35.0,14.0,28.0
20398,1,26.0,23.0,40.0
20404,1,3.0,16.0,3.0
20406,1,4.0,8.0,2.0
20411,1,14.0,3.0,21.0
20414,1,17.0,2.0,14.0
20416,1,24.0,3.0,17.0
20418,1,7.0,2.0,9.0
20419,1,20.0,14.0,20.0
20167,1,22.0,26.0,23.0
20159,1,14.0,2.0,21.0
20157,1,24.0,17.0,41.0
19921,1,12.0,10.0,15.0
19885,1,6.0,13.0,9.0
19892,1,4.0,3.0,10.0
19896,1,9.0,12.0,16.0
19898,1,33.0,8.0,15.0
19901,1,45.0,34.0,28.0
19904,1,31.0,2.0,7.0
19909,1,26.0,26.0,17.0
19912,1,21.0,7.0,7.0
19913,1,16.0,6.0,15.0
19915,1,36.0,17.0,53.0
19917,1,15.0,7.0,16.0
19924,1,16.0,2.0,18.0
19956,1,25.0,6.0,32.0
19925,1,8.0,6.0,11.0
19926,1,25.0,16.0,21.0
19929,1,12.0,3.0,7.0
19931,1,11.0,4.0,19.0
19932,1,11.0,8.0,19.0
19936,1,12.0,4.0,14.0
19946,1,33.0,26.0,40.0
19947,1,9.0,3.0,25.0
19949,1,29.0,7.0,7.0
19951,1,44.0,4.0,5.0
19952,1,10.0,9.0,30.0
19880,1,29.0,14.0,30.0
19874,1,27.0,12.0,11.0
19870,1,46.0,8.0,27.0
19866,1,24.0,5.0,5.0
19785,1,63.0,40.0,36.0
19786,1,59.0,21.0,19.0
19791,1,26.0,35.0,31.0
19794,1,16.0,4.0,13.0
19798,1,24.0,17.0,21.0
19803,1,31.0,8.0,26.0
19804,1,12.0,3.0,12.0
19805,1,24.0,3.0,19.0
19808,1,36.0,9.0,36.0
19815,1,11.0,4.0,15.0
19816,1,12.0,4.0,15.0
19818,1,14.0,5.0,16.0
19821,1,16.0,4.0,15.0
19826,1,66.0,29.0,69.0
19828,1,24.0,7.0,37.0
19833,1,10.0,3.0,31.0
19834,1,23.0,1.0,28.0
19835,1,37.0,10.0,14.0
19844,1,21.0,6.0,19.0
19853,1,21.0,11.0,16.0
19855,1,25.0,29.0,47.0
19859,1,28.0,10.0,21.0
19863,1,25.0,1.0,15.0
19955,1,53.0,14.0,32.0
19957,1,25.0,7.0,36.0
20156,1,32.0,28.0,23.0
20098,1,29.0,10.0,28.0
20042,1,27.0,24.0,11.0
20046,1,30.0,13.0,39.0
20051,1,6.0,2.0,16.0
20054,1,7.0,8.0,18.0
20055,1,6.0,7.0,18.0
20057,1,6.0,2.0,14.0
20066,1,23.0,8.0,23.0
20069,1,29.0,6.0,24.0
20076,1,18.0,22.0,7.0
20089,1,26.0,4.0,22.0
20094,1,25.0,24.0,11.0
20102,1,16.0,6.0,28.0
19963,1,33.0,2.0,14.0
20108,1,42.0,37.0,63.0
20110,1,17.0,5.0,12.0
20123,1,43.0,7.0,36.0
20125,1,18.0,8.0,40.0
20128,1,16.0,2.0,23.0
20137,1,28.0,1.0,23.0
20139,1,5.0,2.0,18.0
20145,1,53.0,18.0,37.0
20148,1,8.0,31.0,42.0
20149,1,26.0,8.0,24.0
20152,1,25.0,26.0,15.0
20038,1,13.0,9.0,10.0
20034,1,11.0,11.0,12.0
20030,1,23.0,1.0,25.0
20026,1,21.0,5.0,20.0
19966,1,15.0,7.0,23.0
19970,1,19.0,18.0,8.0
19971,1,29.0,4.0,38.0
19972,1,34.0,5.0,43.0
19973,1,27.0,14.0,12.0
19974,1,14.0,8.0,14.0
19975,1,42.0,6.0,22.0
19979,1,28.0,7.0,16.0
19980,1,28.0,9.0,13.0
19984,1,49.0,8.0,20.0
19988,1,14.0,1.0,27.0
19989,1,6.0,15.0,7.0
19990,1,20.0,12.0,25.0
19997,1,48.0,6.0,12.0
20004,1,34.0,3.0,28.0
20007,1,32.0,27.0,21.0
20008,1,27.0,11.0,9.0
20012,1,30.0,6.0,36.0
20014,1,20.0,20.0,32.0
20015,1,13.0,2.0,10.0
20017,1,57.0,9.0,38.0
20018,1,37.0,28.0,27.0
20025,1,4.0,7.0,10.0
21943,1,11.0,19.0,11.0
21944,1,28.0,18.0,60.0
21947,1,35.0,21.0,10.0
23620,1,10.0,22.0,24.0
23593,1,25.0,3.0,29.0
23598,1,13.0,8.0,12.0
23599,1,11.0,16.0,13.0
23602,1,15.0,3.0,23.0
23604,1,20.0,11.0,30.0
23607,1,13.0,8.0,21.0
23609,1,8.0,25.0,33.0
23610,1,11.0,5.0,10.0
23612,1,48.0,24.0,29.0
23613,1,15.0,5.0,7.0
23614,1,22.0,9.0,27.0
23621,1,21.0,3.0,17.0
23589,1,29.0,6.0,10.0
23622,1,10.0,3.0,25.0
23624,1,14.0,2.0,21.0
23630,1,9.0,5.0,15.0
23634,1,12.0,11.0,21.0
23635,1,9.0,13.0,4.0
23636,1,6.0,12.0,4.0
23638,1,28.0,4.0,39.0
23646,1,8.0,13.0,10.0
23651,1,14.0,6.0,15.0
23655,1,22.0,10.0,37.0
23659,1,21.0,26.0,32.0
23592,1,7.0,12.0,8.0
23584,1,25.0,7.0,25.0
23522,1,22.0,8.0,22.0
23559,1,37.0,22.0,56.0
23524,1,17.0,3.0,8.0
23525,1,18.0,3.0,9.0
23527,1,10.0,4.0,16.0
23529,1,18.0,3.0,9.0
23532,1,24.0,12.0,35.0
23544,1,27.0,8.0,29.0
23545,1,9.0,5.0,19.0
23547,1,15.0,3.0,13.0
23548,1,6.0,2.0,12.0
23549,1,42.0,19.0,21.0
23551,1,9.0,5.0,15.0
23562,1,25.0,45.0,31.0
23583,1,33.0,33.0,46.0
23563,1,43.0,40.0,45.0
23567,1,60.0,8.0,38.0
23569,1,57.0,8.0,40.0
23570,1,19.0,23.0,57.0
23571,1,48.0,36.0,47.0
23572,1,33.0,6.0,50.0
23573,1,11.0,9.0,26.0
23575,1,39.0,5.0,29.0
23576,1,42.0,40.0,43.0
23580,1,33.0,28.0,23.0
23582,1,28.0,11.0,23.0
23661,1,11.0,8.0,29.0
23665,1,6.0,18.0,1.0
23666,1,27.0,21.0,34.0
23765,1,13.0,29.0,15.0
23737,1,40.0,18.0,21.0
23738,1,26.0,8.0,15.0
23739,1,28.0,6.0,36.0
23746,1,24.0,1.0,16.0
23748,1,24.0,2.0,16.0
23750,1,15.0,4.0,24.0
23752,1,40.0,8.0,33.0
23756,1,10.0,3.0,14.0
23760,1,11.0,7.0,33.0
23761,1,10.0,5.0,16.0
23764,1,15.0,4.0,8.0
23766,1,26.0,4.0,8.0
23667,1,40.0,3.0,7.0
23767,1,10.0,59.0,10.0
23768,1,8.0,8.0,23.0
23770,1,23.0,8.0,8.0
23775,1,46.0,10.0,33.0
23776,1,21.0,6.0,11.0
23777,1,20.0,19.0,40.0
23778,1,29.0,3.0,17.0
23779,1,38.0,8.0,22.0
23783,1,41.0,13.0,50.0
23784,1,10.0,11.0,20.0
23788,1,11.0,2.0,18.0
23735,1,41.0,24.0,44.0
23724,1,12.0,21.0,12.0
23722,1,33.0,17.0,11.0
23721,1,7.0,6.0,14.0
23668,1,24.0,4.0,15.0
23674,1,23.0,4.0,28.0
23676,1,17.0,5.0,24.0
23677,1,22.0,2.0,13.0
23678,1,34.0,9.0,22.0
23685,1,6.0,17.0,13.0
23686,1,33.0,5.0,50.0
23687,1,15.0,1.0,3.0
23689,1,33.0,7.0,47.0
23690,1,21.0,27.0,6.0
23693,1,13.0,13.0,18.0
23694,1,11.0,19.0,58.0
23695,1,27.0,11.0,33.0
23696,1,10.0,2.0,12.0
23697,1,15.0,1.0,21.0
23699,1,22.0,10.0,28.0
23702,1,10.0,13.0,16.0
23703,1,31.0,6.0,22.0
23704,1,11.0,16.0,17.0
23705,1,10.0,10.0,10.0
23710,1,27.0,27.0,8.0
23715,1,6.0,5.0,7.0
23717,1,49.0,50.0,50.0
23523,1,8.0,20.0,2.0
23518,1,15.0,4.0,9.0
21949,1,52.0,29.0,31.0
23323,1,20.0,10.0,16.0
23280,1,21.0,18.0,33.0
23287,1,34.0,10.0,9.0
23290,1,19.0,4.0,22.0
23294,1,7.0,3.0,16.0
23296,1,13.0,4.0,8.0
23298,1,9.0,5.0,18.0
23299,1,20.0,7.0,12.0
23304,1,11.0,25.0,1.0
23305,1,28.0,5.0,41.0
23307,1,14.0,1.0,30.0
23319,1,22.0,3.0,18.0
23325,1,40.0,14.0,44.0
23278,1,15.0,4.0,15.0
23334,1,21.0,4.0,15.0
23335,1,24.0,32.0,28.0
23337,1,23.0,18.0,30.0
23340,1,7.0,2.0,7.0
23343,1,7.0,5.0,11.0
23344,1,5.0,4.0,14.0
23348,1,20.0,26.0,35.0
23350,1,33.0,6.0,17.0
23353,1,47.0,17.0,44.0
23356,1,15.0,3.0,7.0
23358,1,36.0,1.0,15.0
23279,1,10.0,3.0,5.0
23274,1,13.0,7.0,24.0
23514,1,14.0,12.0,20.0
23227,1,28.0,8.0,21.0
23197,1,17.0,7.0,15.0
23206,1,34.0,20.0,24.0
23208,1,18.0,9.0,24.0
23213,1,22.0,3.0,15.0
23214,1,18.0,3.0,18.0
23216,1,22.0,13.0,47.0
23217,1,17.0,14.0,18.0
23219,1,5.0,13.0,6.0
23223,1,21.0,8.0,30.0
23225,1,18.0,3.0,22.0
23226,1,1.0,11.0,4.0
23230,1,15.0,6.0,21.0
23273,1,44.0,12.0,37.0
23233,1,13.0,12.0,24.0
23236,1,28.0,13.0,13.0
23237,1,8.0,8.0,17.0
23241,1,32.0,5.0,28.0
23245,1,24.0,22.0,18.0
23248,1,33.0,37.0,46.0
23252,1,38.0,16.0,47.0
23254,1,31.0,47.0,28.0
23257,1,26.0,8.0,20.0
23258,1,8.0,3.0,8.0
23264,1,14.0,7.0,48.0
23359,1,9.0,9.0,9.0
23360,1,9.0,10.0,9.0
23364,1,24.0,17.0,14.0
23478,1,32.0,7.0,34.0
23440,1,34.0,12.0,39.0
23441,1,16.0,2.0,24.0
23443,1,27.0,22.0,22.0
23445,1,13.0,7.0,33.0
23463,1,35.0,7.0,45.0
23464,1,17.0,9.0,23.0
23465,1,10.0,54.0,6.0
23469,1,43.0,32.0,53.0
23473,1,20.0,33.0,40.0
23475,1,35.0,26.0,14.0
23477,1,21.0,13.0,26.0
23479,1,37.0,23.0,10.0
23368,1,18.0,11.0,23.0
23481,1,19.0,2.0,8.0
23482,1,6.0,5.0,40.0
23483,1,27.0,4.0,37.0
23486,1,11.0,6.0,13.0
23487,1,8.0,6.0,14.0
23488,1,9.0,26.0,20.0
23498,1,24.0,2.0,16.0
23500,1,31.0,33.0,12.0
23501,1,9.0,8.0,11.0
23503,1,32.0,6.0,11.0
23504,1,17.0,2.0,24.0
23439,1,16.0,2.0,22.0
23436,1,13.0,19.0,6.0
23435,1,18.0,2.0,9.0
23432,1,11.0,2.0,24.0
23372,1,15.0,11.0,12.0
23373,1,15.0,11.0,12.0
23375,1,23.0,13.0,16.0
23379,1,5.0,17.0,3.0
23384,1,22.0,2.0,25.0
23385,1,17.0,3.0,24.0
23387,1,22.0,2.0,16.0
23388,1,28.0,3.0,9.0
23389,1,7.0,7.0,7.0
23390,1,16.0,2.0,24.0
23392,1,9.0,56.0,23.0
23394,1,5.0,8.0,1.0
23395,1,11.0,5.0,15.0
23396,1,11.0,3.0,13.0
23398,1,11.0,3.0,13.0
23399,1,9.0,12.0,1.0
23408,1,15.0,14.0,24.0
23421,1,14.0,2.0,23.0
23424,1,11.0,29.0,2.0
23426,1,18.0,10.0,15.0
23427,1,26.0,18.0,18.0
23429,1,9.0,8.0,9.0
23430,1,15.0,25.0,1.0
23795,1,7.0,4.0,39.0
23797,1,7.0,10.0,19.0
23802,1,9.0,3.0,20.0
24328,1,30.0,3.0,27.0
24272,1,32.0,13.0,24.0
24274,1,59.0,8.0,20.0
24278,1,18.0,11.0,28.0
24291,1,10.0,8.0,14.0
24296,1,34.0,41.0,22.0
24302,1,38.0,28.0,13.0
24306,1,26.0,25.0,35.0
24311,1,46.0,24.0,12.0
24312,1,9.0,15.0,13.0
24324,1,16.0,20.0,30.0
24325,1,23.0,32.0,24.0
24331,1,28.0,19.0,32.0
24266,1,19.0,6.0,20.0
24334,1,14.0,7.0,2.0
24336,1,26.0,22.0,29.0
24341,1,20.0,3.0,25.0
24348,1,16.0,9.0,10.0
24351,1,26.0,12.0,48.0
24352,1,25.0,12.0,34.0
24356,1,17.0,4.0,12.0
24357,1,21.0,26.0,51.0
24365,1,18.0,11.0,28.0
24367,1,5.0,5.0,8.0
24371,1,23.0,46.0,52.0
24270,1,31.0,3.0,15.0
24263,1,7.0,4.0,7.0
23803,1,20.0,3.0,7.0
24191,1,31.0,10.0,33.0
24158,1,24.0,6.0,13.0
24162,1,11.0,4.0,18.0
24164,1,14.0,14.0,20.0
24168,1,22.0,1.0,29.0
24169,1,26.0,9.0,26.0
24172,1,5.0,12.0,4.0
24174,1,50.0,15.0,19.0
24179,1,23.0,8.0,32.0
24182,1,39.0,12.0,33.0
24184,1,19.0,32.0,8.0
24185,1,29.0,31.0,39.0
24193,1,15.0,15.0,20.0
24249,1,31.0,2.0,24.0
24198,1,25.0,6.0,18.0
24199,1,11.0,3.0,14.0
24201,1,36.0,13.0,45.0
24203,1,10.0,10.0,16.0
24208,1,14.0,7.0,10.0
24222,1,20.0,14.0,17.0
24226,1,9.0,7.0,22.0
24230,1,6.0,54.0,6.0
24235,1,22.0,2.0,15.0
24239,1,48.0,29.0,31.0
24240,1,22.0,2.0,15.0
24372,1,30.0,26.0,49.0
24374,1,40.0,40.0,30.0
24375,1,20.0,11.0,27.0
24507,1,9.0,7.0,9.0
24468,1,36.0,25.0,24.0
24471,1,28.0,3.0,28.0
24474,1,46.0,8.0,60.0
24477,1,26.0,7.0,30.0
24478,1,8.0,4.0,21.0
24482,1,32.0,4.0,27.0
24487,1,12.0,22.0,12.0
24493,1,29.0,2.0,22.0
24494,1,13.0,11.0,17.0
24498,1,23.0,10.0,29.0
24502,1,18.0,30.0,10.0
24508,1,21.0,11.0,21.0
24376,1,11.0,6.0,19.0
24509,1,22.0,3.0,30.0
24511,1,31.0,13.0,22.0
24512,1,10.0,1.0,5.0
24513,1,22.0,32.0,21.0
24516,1,68.0,68.0,68.0
24517,1,28.0,47.0,30.0
24520,1,22.0,1.0,18.0
24522,1,68.0,68.0,68.0
24528,1,41.0,9.0,19.0
24532,1,40.0,44.0,66.0
24538,1,24.0,7.0,24.0
24465,1,32.0,28.0,28.0
24460,1,27.0,3.0,27.0
24458,1,27.0,29.0,46.0
24455,1,7.0,3.0,24.0
24378,1,13.0,9.0,22.0
24382,1,10.0,5.0,15.0
24385,1,14.0,1.0,21.0
24387,1,24.0,2.0,30.0
24388,1,27.0,9.0,24.0
24402,1,23.0,12.0,33.0
24406,1,31.0,13.0,21.0
24410,1,19.0,4.0,13.0
24413,1,10.0,16.0,6.0
24415,1,35.0,11.0,14.0
24416,1,35.0,35.0,1.0
24427,1,14.0,5.0,10.0
24428,1,17.0,5.0,11.0
24431,1,23.0,33.0,25.0
24432,1,21.0,2.0,4.0
24434,1,25.0,6.0,16.0
24435,1,34.0,25.0,23.0
24437,1,40.0,7.0,49.0
24438,1,7.0,1.0,9.0
24442,1,44.0,4.0,36.0
24445,1,23.0,5.0,18.0
24447,1,20.0,29.0,28.0
24454,1,25.0,28.0,18.0
24154,1,30.0,16.0,40.0
24151,1,11.0,7.0,25.0
24150,1,8.0,5.0,17.0
23922,1,18.0,2.0,22.0
23888,1,20.0,12.0,35.0
23892,1,36.0,5.0,30.0
23894,1,36.0,49.0,32.0
23895,1,5.0,10.0,5.0
23897,1,20.0,7.0,21.0
23898,1,5.0,16.0,4.0
23901,1,17.0,8.0,20.0
23908,1,10.0,20.0,2.0
23910,1,13.0,5.0,7.0
23911,1,6.0,4.0,18.0
23919,1,21.0,9.0,40.0
23923,1,19.0,6.0,25.0
23969,1,26.0,8.0,35.0
23925,1,37.0,16.0,26.0
23932,1,3.0,41.0,2.0
23933,1,27.0,28.0,4.0
23934,1,4.0,41.0,4.0
23938,1,10.0,27.0,3.0
23944,1,32.0,5.0,25.0
23949,1,7.0,5.0,1.0
23951,1,32.0,8.0,16.0
23957,1,42.0,5.0,2.0
23963,1,26.0,2.0,7.0
23964,1,27.0,9.0,44.0
23887,1,33.0,9.0,47.0
23885,1,16.0,17.0,17.0
23880,1,31.0,2.0,22.0
23877,1,26.0,9.0,29.0
23809,1,23.0,13.0,28.0
23814,1,27.0,8.0,37.0
23816,1,38.0,6.0,23.0
23819,1,34.0,7.0,43.0
23821,1,21.0,7.0,31.0
23822,1,9.0,10.0,1.0
23823,1,28.0,10.0,22.0
23824,1,24.0,2.0,18.0
23829,1,26.0,6.0,9.0
23830,1,34.0,16.0,23.0
23833,1,9.0,16.0,12.0
23834,1,14.0,7.0,14.0
23837,1,5.0,17.0,2.0
23838,1,31.0,5.0,35.0
23839,1,11.0,3.0,21.0
23844,1,53.0,6.0,7.0
23846,1,18.0,2.0,45.0
23849,1,56.0,13.0,18.0
23859,1,40.0,16.0,40.0
23863,1,10.0,10.0,10.0
23864,1,23.0,12.0,31.0
23865,1,34.0,8.0,18.0
23875,1,30.0,22.0,7.0
23968,1,35.0,20.0,49.0
23970,1,23.0,17.0,11.0
24148,1,41.0,12.0,32.0
24100,1,16.0,10.0,48.0
24071,1,26.0,5.0,20.0
24073,1,11.0,8.0,15.0
24076,1,12.0,33.0,43.0
24078,1,32.0,30.0,68.0
24082,1,13.0,3.0,5.0
24085,1,16.0,1.0,24.0
24086,1,19.0,30.0,19.0
24088,1,21.0,4.0,36.0
24093,1,15.0,6.0,21.0
24096,1,50.0,69.0,40.0
24097,1,38.0,21.0,45.0
24101,1,20.0,5.0,16.0
23972,1,21.0,11.0,21.0
24105,1,15.0,20.0,48.0
24108,1,19.0,5.0,12.0
24116,1,21.0,4.0,31.0
24117,1,26.0,5.0,34.0
24129,1,8.0,7.0,17.0
24131,1,8.0,7.0,17.0
24132,1,8.0,8.0,17.0
24134,1,20.0,4.0,13.0
24140,1,15.0,3.0,27.0
24141,1,12.0,30.0,2.0
24143,1,29.0,29.0,33.0
24070,1,18.0,22.0,20.0
24069,1,33.0,3.0,44.0
24057,1,23.0,2.0,16.0
24055,1,20.0,21.0,44.0
23974,1,68.0,68.0,68.0
23977,1,21.0,3.0,15.0
23980,1,7.0,25.0,1.0
23982,1,47.0,9.0,13.0
23985,1,7.0,12.0,1.0
23990,1,23.0,55.0,9.0
23992,1,10.0,17.0,11.0
23995,1,19.0,7.0,25.0
23996,1,27.0,6.0,16.0
23998,1,11.0,2.0,30.0
24001,1,32.0,19.0,30.0
24015,1,22.0,22.0,13.0
24020,1,23.0,12.0,28.0
24021,1,15.0,9.0,25.0
24023,1,30.0,3.0,22.0
24025,1,30.0,2.0,21.0
24032,1,12.0,22.0,2.0
24038,1,15.0,12.0,23.0
24040,1,14.0,5.0,21.0
24042,1,36.0,2.0,28.0
24046,1,21.0,33.0,7.0
24049,1,6.0,4.0,10.0
24051,1,23.0,10.0,27.0
23196,1,11.0,4.0,16.0
23192,1,13.0,6.0,21.0
23189,1,15.0,2.0,23.0
22318,1,37.0,67.0,15.0
22287,1,20.0,15.0,16.0
22288,1,13.0,20.0,28.0
22291,1,38.0,30.0,53.0
22293,1,15.0,7.0,8.0
22297,1,8.0,7.0,14.0
22298,1,6.0,8.0,10.0
22299,1,16.0,5.0,11.0
22302,1,17.0,2.0,14.0
22303,1,23.0,13.0,16.0
22305,1,16.0,20.0,12.0
22312,1,6.0,1.0,7.0
22321,1,17.0,29.0,14.0
22285,1,24.0,10.0,17.0
22322,1,42.0,39.0,44.0
22325,1,11.0,3.0,4.0
22327,1,46.0,7.0,33.0
22329,1,14.0,31.0,14.0
22330,1,24.0,10.0,6.0
22331,1,29.0,4.0,32.0
22334,1,7.0,2.0,2.0
22339,1,35.0,28.0,26.0
22340,1,10.0,6.0,15.0
22341,1,13.0,2.0,8.0
22342,1,10.0,7.0,16.0
22286,1,17.0,17.0,15.0
22281,1,9.0,15.0,3.0
22502,1,18.0,6.0,19.0
22258,1,10.0,25.0,21.0
22235,1,9.0,2.0,28.0
22237,1,46.0,5.0,17.0
22238,1,13.0,3.0,22.0
22243,1,17.0,3.0,23.0
22244,1,23.0,2.0,16.0
22245,1,16.0,3.0,24.0
22247,1,16.0,3.0,23.0
22248,1,17.0,5.0,21.0
22249,1,22.0,22.0,3.0
22255,1,13.0,9.0,6.0
22256,1,8.0,4.0,15.0
22262,1,5.0,2.0,16.0
22280,1,11.0,4.0,16.0
22264,1,23.0,1.0,16.0
22265,1,24.0,2.0,15.0
22266,1,2.0,4.0,23.0
22269,1,33.0,10.0,22.0
22270,1,17.0,3.0,25.0
22271,1,24.0,3.0,16.0
22272,1,24.0,2.0,14.0
22273,1,23.0,3.0,16.0
22274,1,28.0,7.0,16.0
22277,1,16.0,2.0,24.0
22278,1,15.0,3.0,23.0
22343,1,9.0,1.0,20.0
22344,1,29.0,4.0,54.0
22346,1,11.0,1.0,18.0
22459,1,46.0,5.0,19.0
22421,1,10.0,2.0,10.0
22424,1,10.0,3.0,10.0
22426,1,19.0,27.0,18.0
22431,1,11.0,5.0,13.0
22433,1,47.0,37.0,48.0
22439,1,22.0,2.0,14.0
22441,1,46.0,17.0,18.0
22442,1,27.0,3.0,20.0
22448,1,26.0,4.0,35.0
22449,1,19.0,5.0,25.0
22454,1,7.0,2.0,14.0
22463,1,6.0,6.0,6.0
22348,1,41.0,24.0,44.0
22466,1,20.0,10.0,15.0
22467,1,46.0,31.0,34.0
22468,1,15.0,7.0,21.0
22470,1,34.0,13.0,22.0
22472,1,19.0,5.0,46.0
22479,1,24.0,7.0,32.0
22480,1,7.0,1.0,15.0
22482,1,24.0,10.0,27.0
22487,1,33.0,11.0,24.0
22491,1,35.0,4.0,46.0
22492,1,11.0,1.0,13.0
22417,1,19.0,5.0,25.0
22415,1,13.0,6.0,15.0
22412,1,13.0,3.0,20.0
22411,1,16.0,2.0,23.0
22353,1,29.0,31.0,29.0
22357,1,29.0,2.0,21.0
22360,1,16.0,29.0,27.0
22365,1,31.0,11.0,11.0
22367,1,13.0,10.0,18.0
22370,1,13.0,17.0,10.0
22372,1,15.0,10.0,18.0
22376,1,19.0,10.0,14.0
22378,1,15.0,10.0,17.0
22379,1,17.0,10.0,16.0
22383,1,15.0,8.0,18.0
22385,1,13.0,10.0,18.0
22387,1,14.0,13.0,20.0
22388,1,19.0,10.0,14.0
22389,1,13.0,10.0,18.0
22390,1,15.0,10.0,17.0
22391,1,20.0,10.0,13.0
22392,1,15.0,10.0,18.0
22393,1,18.0,10.0,12.0
22395,1,19.0,21.0,12.0
22405,1,23.0,1.0,17.0
22408,1,14.0,1.0,20.0
22409,1,16.0,2.0,21.0
22233,1,18.0,23.0,18.0
22229,1,12.0,3.0,18.0
22225,1,6.0,18.0,20.0
22054,1,22.0,17.0,14.0
22024,1,9.0,6.0,56.0
